,TCGA-BC-A10Q-11A-11R,TCGA-BC-A10R-11A-11R,TCGA-BC-A10T-11A-11R,TCGA-BC-A10U-11A-11R,TCGA-BC-A10W-11A-11R,TCGA-BC-A10X-11A-11R,TCGA-BC-A10Y-11A-11R,TCGA-BC-A10Z-11A-11R,TCGA-BC-A110-11A-11R,TCGA-BC-A216-11A-11R,TCGA-BD-A2L6-11A-21R,TCGA-BD-A3EP-11A-12R,TCGA-DD-A113-11A-12R,TCGA-DD-A114-11A-12R,TCGA-DD-A116-11A-12R,TCGA-DD-A118-11A-11R,TCGA-DD-A119-11A-11R,TCGA-DD-A11A-11A-11R,TCGA-DD-A11B-11A-11R,TCGA-DD-A11C-11A-11R,TCGA-DD-A11D-11A-12R,TCGA-DD-A1EB-11A-11R,TCGA-DD-A1EC-11A-11R,TCGA-DD-A1EE-11A-11R,TCGA-DD-A1EG-11A-11R,TCGA-DD-A1EH-11A-11R,TCGA-DD-A1EI-11A-11R,TCGA-DD-A1EJ-11A-11R,TCGA-DD-A1EL-11A-11R,TCGA-DD-A39V-11A-11R,TCGA-DD-A39W-11A-11R,TCGA-DD-A39X-11A-11R,TCGA-DD-A39Z-11A-21R,TCGA-DD-A3A1-11A-11R,TCGA-DD-A3A2-11A-11R,TCGA-DD-A3A3-11A-11R,TCGA-DD-A3A4-11A-11R,TCGA-DD-A3A5-11A-11R,TCGA-DD-A3A6-11A-11R,TCGA-DD-A3A8-11A-11R,TCGA-EP-A12J-11A-11R,TCGA-EP-A26S-11A-12R,TCGA-EP-A3RK-11A-11R,TCGA-ES-A2HT-11A-11R,TCGA-FV-A23B-11A-11R,TCGA-FV-A2QR-11A-11R,TCGA-FV-A3I0-11A-11R,TCGA-FV-A3I1-11A-11R,TCGA-FV-A3R2-11A-11R,TCGA-G3-A3CH-11A-11R
107,774.08270587,708.33374743,402.6013557,661.07095282,906.44841658,477.73827555,200.26454373,426.62381533,1336.51930917,607.65780307,338.86104277,481.32043093,607.67240198,186.47231684,338.09676641,649.88276063,441.82350506,644.56012556,282.60926528,147.11366304,307.51964887,209.57074313,281.20636297,412.91625822,987.56041889,400.31683468,232.82236365,274.98045847,221.70185515,547.33464706,250.03711849,898.74282563,414.51645533,1106.11025655,189.42470928,813.56757027,413.22363741,691.41962793,804.85264947,216.22700821,97.81204644,205.67620197,311.50719258,87.11230034,145.59112191,353.94501547,657.76418057,119.11087697,632.71910598,498.18342348
109,17.00021376,11.44448059,33.14170185,40.33853677,37.04163865,27.90858018,33.10948501,85.89640067,12.8448756,21.21011675,54.75013331,76.44814506,45.15996968,75.00281196,29.84543894,4.53813206,3.8425565,24.3511116,70.87660186,25.52279808,49.417774,68.51252205,3.02548442,51.68288031,72.85970334,10.42106292,13.90829438,69.7539402,26.689242699999998,73.96572287,12.94459741,19.61037271,8.47632998,36.30492929,7.50190934,22.88077733,15.86136791,14.567229600000001,16.2627973,106.63728465,71.65593886,94.30519096,109.97218911,159.90503565,65.18780147,133.25872506,38.82718713,27.19789336,41.49326764,32.20868128
111,0.08955384,0.11325879,0.0560048,1.30443896,1.55245342,0.19149474,0.06721132,0.89508039,0.06890163,5.05616622,0.21940021,0.38094971,1.34003286,5.83372058,0.47965167,0.15487636,0.96991006,0.21301535,0.82649545,0.03326457,0.14395526,0.04220576,0.05306392,0.70963023,1.25502384,0.04237798,0.27880297,0.29241806,0.91002117,0.07112212,0.03456145,0.03277849,0.030152999999999996,0.21902099,0.05737117,0.30032990000000004,0.11429026,0.06776498,0.01965918,0.05266355,1.7993211,0.02450325,0.10525614,10.32226196,0.5287472,1.48459745,0.08848394,0.25327977,0.58473404,0.29817711
115,109.80914378,166.40908298,221.83499817,161.55364339,100.46130693,175.31101105,199.21355266,220.02772992,96.13194876,256.14881215,201.36575547,136.853507,163.70775523,51.99700197,128.83730784,198.65907643,280.96491197,245.79557312,118.44632719,158.8099469,112.46539392,190.52609173,392.63664945,267.82915928,179.67373195,129.35522833,143.16205738,260.02231055,134.43839162,169.9187911,172.54637912,242.65874759,252.96683023,213.73158458,290.24943502,404.38255992,156.56896673,216.38274149,135.70317515,99.76952348,83.25441653,220.79127264,155.27288533,72.96093877,111.15916677,138.52877849,171.69264327,196.74687836,217.05734995,104.73589721
116,0.97921527,0.53116129,0.62681066,2.57687942,1.90036443,0.29690171,0.34261714,1.24733133,3.6106825,2.41852708,0.19798358,5.61002963,0.43007516,0.04791256,6.24161607,0.10263492,0.0,0.24503769,0.04254056,0.17635266,0.32288427,8.87186513,0.02813192,0.20670963,2.51984674,0.13729682,0.14994996,2.98568363,0.63480145,0.07251057,0.05725878,0.35841235,0.25310633,0.61575772,0.01169823,0.59707632,0.24787292,0.11975236,0.06948229,0.12408739,0.19423564,0.02165073,3.41785453,0.99074963,0.35937965,5.59913298,0.63466333,0.16054817,0.26320554,0.25867481
122,0.53294443,3.65005112,5.19543438,2.1425915,0.65652292,2.18007576,1.24366786,5.42892758,0.99339476,2.39098871,1.92766027,0.35151931,2.06585007,1.31797285,0.57690101,0.62868666,0.22162611,1.03529058,0.26540633,1.34474591,8.50172517,1.99667704,14.7057986,1.92273715,1.34354411,0.8495020000000001,0.60748235,5.88709208,0.46897788,0.14805367,5.65508772,2.08620424,2.9768776000000003,1.41026838,2.80436003,6.26665037,6.60757778,0.28300114,1.51722581,0.29911069,0.53858521,9.56179727,0.98112539,0.18037136,0.05888432,0.66194098,0.28171075,3.33881345,14.05471863,0.70096353
132,4.66167701,4.0413318,5.87946244,9.13082078,6.46883832,4.94388588,4.48056865,4.46100908,5.13003681,6.21800418,7.652157400000001,6.41349832,4.01104675,10.71519836,2.32921405,2.19068147,7.37248792,7.40078264,6.71058186,3.91861312,4.53331415,3.03544212,8.34021445,7.44790885,3.79755038,3.19330827,5.88283351,5.48897476,6.67396724,3.38061524,2.71200184,1.48302522,2.56848298,2.34270697,1.68598631,4.87694973,11.24651229,0.6394934,0.66928047,3.97335787,5.76159652,2.3193361,2.23997373,5.81105702,8.37370404,21.04538485,3.3296875,3.06821922,3.5854844,3.84810898
133,37.24678660000001,33.14308338,37.81521302,33.68177516,59.90243094,39.58092809,20.68254849,91.96344346,20.53830894,107.14555288,29.003669899999995,31.73673909,63.339695400000004,79.79456408,52.30729203,68.03448315,124.86843385,41.29099191,35.16156592,49.37325291,58.05881732,39.90985282,27.99520527,63.53906565,59.87249010000001,30.66723567,39.70570918,63.00128742,63.27204378,53.31357099,39.29771753,81.39645041,32.70338037,84.68025229999998,70.04073629,87.05037974,52.94647961,44.22723312,63.25161583,89.20086349,38.871331899999994,48.67772769,33.10032075,45.49423576,50.66469486,61.24985533,42.55158499,33.82014906,192.44616343,68.40243034
135,13.44029395,17.62452642,20.63097565,19.79669624,23.77955019,10.99918825,15.02815846,25.59336026,33.27539559,16.84639507,10.16953219,16.23416072,29.72244777,36.9609381,17.35746306,9.04773585,15.93177587,11.09914443,9.89929683,10.47662605,17.67180017,15.57183812,9.54237236,15.69450308,15.47431239,11.66133858,11.37569282,15.99003379,18.26015523,28.04807807,18.38184086,14.23577673,9.04883299,23.04442155,19.13682675,16.24362193,46.83809618,12.40639723,15.02098902,22.03865732,19.46933343,12.36330534,12.03111746,30.85554553,18.48229225,13.9743199,12.43059312,11.77517795,17.53047153,15.63785296
138,21.50085126,23.44090266,30.52230341,57.55213632,57.54335803,22.392297199999998,15.54606995,49.40963095,28.54485213,25.59300875,33.82112634,33.05996023,40.97528952,33.74342244,18.98508409,24.97081693,9.01423047,20.55226114,29.91459135,17.90271015,31.01195694,23.22841226,18.073711,14.62427156,44.92996091,11.5959318,16.7495261,13.76147267,18.54750668,19.63904093,9.522398599999999,11.52122666,16.23948622,24.59245491,13.26002407,16.67015423,14.18375012,15.37960253,21.651187300000004,19.70480528,26.08774732,12.91887879,13.78407031,54.62071893,23.71393342,79.20086647,32.72980773,18.49165413,18.83889841,20.40787226
140,16.63960044,10.94097605,22.06493134,42.37642176,25.071986499999998,14.816580199999999,25.24428559,127.04482685,12.26156508,26.69626733,81.53365666,28.65349255,17.886087300000003,21.94997281,17.72421837,13.84081064,8.67429891,11.65884798,28.79965571,8.31091456,19.73218628,9.44469734,13.28950796,19.16460199,48.43865135,12.26763429,17.13757986,22.11529904,18.294834100000006,16.87562325,9.23169572,12.68285115,12.33250297,62.15882657,17.30230748,30.03213964,27.3128219,10.52057177,14.45174479,22.03477806,17.13381055,21.51516518,19.74208062,50.76453466,51.23251267,181.12441335,14.51714589,10.93248772,41.0286211,20.04396778
141,1.875332,0.30588915,0.43696663,6.36862169,7.29522451,0.89887675,14.91610476,80.56500416,0.34027779,0.61017885,4.44867069,15.95329201,64.030125,372.9580776,1.43474457,0.27965662,0.47388119,2.83034662,21.8303348,0.84536026,1.73291101,15.75005732,0.37261890000000003,24.04706329,6.04311251,0.52903365,0.68096542,2.44088065,17.21557354,3.21607691,0.20802272,3.96226501,11.65560176,34.04865846,0.63750027,0.26019381,4.0544657,0.83840386,5.48248769,1.43227024,23.99582349,0.40967556,0.44346998,230.69435343,59.56965114,17.28002104,4.05176973,2.70648879,4.49340962,1.17471588
142,39.0545679,93.29181156,141.89033266,95.64724095,169.93826829,215.49409307,17.22829204,37.62147912,126.31115282,167.05713352,88.77582859,46.75106722,129.91755832,16.1124692,44.35031495,129.58275491,205.35786342,75.93591025,28.81993776,39.68075044,84.61995195,37.92407457,144.42800246,165.2451517,57.43453784,101.92381656,38.515015999999996,39.85450565,19.51787638,101.76385388,131.40553576,139.09966369999998,120.25043863,245.30916132,57.74482811,115.77401559,92.93638041,133.23036614,226.76681549,60.76209728,4.11709636,12.32269412,26.00849899,1.58976825,12.991698300000001,30.8355451,131.9194645,30.11744448,102.11836329999998,77.67547636
146,15.14194573,146.34868731,306.6649619,91.28511907,300.7022229,393.43153277,9.33283427,68.31856283,439.183793,407.61213175,151.70184059,195.92205462,189.78561914,7.17296762,33.0468967,272.45525828,369.58053355,154.36269464,68.77450153,38.52927701,98.63377732,101.14816629,281.8188158000001,340.93881593,81.02654206,143.97367083,40.06783898,143.00246091,4.90334989,209.48516244,237.24046996,248.34059849,107.62132252,522.65895524,81.26634436,77.0666147,105.97167345,163.04706378,370.8307537,137.43065431,5.2405116,3.41919876,45.76897656,0.40196389,5.59896607,33.73155394,260.1329646,52.68112024,285.1211367,133.86212724
147,156.09232019,214.60181274,100.82343054,241.65488238,151.82538589,155.77366058,13.59644513,28.93456367,637.36613432,225.68747344,79.13668672,43.93281079999999,70.42113,13.24309287,22.59438513,146.95490297,234.39756295,103.65141896,16.36321471,26.60641298,76.15544399,28.35981145,92.46084481,131.59109282,97.30074514,73.825467,23.12831505,29.82270309,19.85706226,89.23142341,60.41713066,111.54157708,54.00337194,267.2847975,31.440689399999997,236.16840532,87.37476612,87.13319117,95.70854144,21.95240423,6.04838512,8.78302669,24.04449334,2.4681095,6.66416546,53.23871538,243.98771669,16.50476181,117.44965281,68.74928395
151,2.27244051,2.21877502,2.73316176,1.33636927,9.53729934,2.60046622,6.43079378,18.38732517,0.48905959,1.82410006,33.82167349,7.94534396,2.66150592,65.07920696,3.68556748,0.91462005,5.56456241,5.38489546,13.17949777,1.39147463,24.70677776,7.80449961,4.36756978,10.76460069,5.16441354,6.10015025,11.15540955,3.70424397,23.28058616,1.79716087,0.66971028,0.71077555,1.87342531,2.79262275,0.66783608,4.93784638,3.22130209,0.35433056,0.36280311,1.53342179,31.37274394,0.67829828,1.92303982,133.42219004,23.63565709,59.85191675,1.53688425,2.47935162,12.0126862,9.94497318
152,2.43010518,0.3053417,0.39061306,0.78612822,0.35073425,0.76734343,0.22176636,0.18193474,0.69589326,0.20631963,0.11476773,1.01218483,0.97129647,7.43400379,0.3421427,0.57115896,0.52575922,0.22495806,0.13851599,0.54521948,8.65690923,0.89856373,0.59401293,0.1386923,0.05587233,0.50000758,0.44597808,0.24171961,0.80751633,0.31193965,0.85649342,0.13717082,0.09463780000000001,0.03818978,0.27009654,0.04284596,0.34240481,0.24813391,0.41134681,0.19283726,2.00594977,0.17731008,2.11978078,0.10379109,0.80375537,0.06852259,0.55542891,0.48963714,0.41263997,0.9046593
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7036234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4351358024691356,0.0,0.0,0.0,0.0,0.0,0.0,1.030253086419753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4254135802469137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.579135802469136,0.0,0.0
160,3660.6992363636373,1706.960468181818,1925.4708954545447,6871.384486363637,3228.5452999999993,6685.990609090911,10642.132336363637,11095.681177272727,2657.1421409090913,2537.0044272727273,10588.227881818182,7642.215168181819,6640.5527454545445,8138.171668181818,8745.255745454546,8419.486918181818,2791.934304545455,6724.303127272729,14491.080686363635,3490.91065,5991.866072727273,2780.1195181818184,9029.015113636364,8846.606295454545,7903.512872727273,4871.5742590909085,31105.094913636363,15030.197913636364,2271.8475272727273,3971.439545454545,3624.213109090909,2142.7888272727273,7605.570372727273,22797.815995454544,12234.604577272727,17450.767890909094,6635.299518181818,4044.95065,6330.107099999997,3189.802240909092,16384.443336363638,9409.079486363637,7934.6797636363635,11814.341604545454,68423.71310909091,22403.44841363636,1397.9466727272727,7485.628695454546,4961.244454545455,5751.8501727272715
161,0.0,0.0,0.9149500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2521857142857142,0.0,1.7908285714285714,0.0,1.6606571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.1921499999999998,0.0,0.0,0.0,1.5603357142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.257392857142857,0.0,0.0,0.0,3.692914285714286,0.0,0.0,0.0,0.0,0.8759714285714285,0.0,0.0,0.0,0.0
162,152.36188356164382,239.96987671232878,90.36698630136986,137.3109794520548,107.61138356164385,141.6588904109589,53.143630136986296,94.99726712328766,182.5683493150685,75.99768493150684,92.50773972602741,83.55370547945206,110.18650684931507,171.70358904109585,56.77710273972602,164.85411643835616,82.11909589041096,76.43573287671234,86.85870547945206,130.0229520547945,148.16186301369862,111.1687191780822,109.33570547945206,126.17828767123287,80.02094520547945,47.60267123287671,60.33299315068494,110.0385205479452,44.88634246575342,91.06907534246577,157.3066849315068,106.2662739726027,143.12781506849316,77.6001301369863,140.14473287671234,98.94796575342464,23.81086301369864,158.16180821917808,117.23931506849314,47.44867808219178,98.26686986301372,86.74214383561646,107.8266712328767,24.48752739726028,43.27275342465754,47.038636986301356,87.63019178082192,178.86138356164386,43.9709589041096,108.56295205479452
163,2.702238095238095,18.731607142857143,4.57475,16.492732142857143,14.28769047619048,17.235166666666665,3.1489345238095234,6.449779761904763,13.677636904761902,7.821190476190476,2.3645178571428573,12.813910714285715,11.969666666666667,60.52222619047618,9.550065476190477,8.207952380952381,17.841351190476193,17.990452380952387,6.14407738095238,7.3693154761904776,106.77634523809523,5.560339285714285,9.367964285714283,20.306470238095237,7.947660714285715,6.894833333333333,6.990964285714287,6.0397083333333335,16.903624999999998,11.925714285714285,11.840761904761903,0.0,9.995214285714283,11.03534523809524,8.699458333333334,7.0920000000000005,5.643482142857143,10.25747619047619,11.143839285714288,6.8725297619047625,40.77590476190476,5.308666666666666,8.616690476190476,36.75779166666667,5.12810119047619,5.10985119047619,9.763434523809524,4.97404761904762,5.458982142857144,20.302386904761907
164,0.0,0.0,54.65302,0.0,1.4547466666666666,0.0,0.0,1.4447533333333331,14.297693333333333,0.0,0.0,105.24490666666668,0.0,79.47194666666668,0.0,0.0,10.759706666666665,0.0,1.966106666666667,0.0,0.0,0.0,15.738179999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0940266666667,1.3732866666666668,0.0,0.99288,2.1069,0.0,0.0,0.0,23.265346666666666,1.1891399999999999,0.0,6.500326666666667,3.8289800000000014,40.87881333333333,0.0,16.71280666666667,0.0,14.71326
165,3231.48535,4739.437727272728,3296.6483863636363,3852.420413636364,10045.68565,8827.538218181819,3633.4101000000014,14751.22741818182,5389.486413636363,2991.5814727272727,4615.1961909090915,2938.811722727273,4376.762568181818,15385.471318181819,4824.172350000002,5339.67325,3181.799004545455,4741.780313636365,5333.280713636364,4599.523331818182,7316.863477272727,4298.623136363636,4112.877345454545,6059.266277272727,3289.463604545455,2729.977036363637,5577.4560909090915,2535.9087045454544,6780.7896681818165,2818.173904545454,3698.1934181818183,4231.32984090909,1700.3979272727274,4030.91005,2150.1902363636364,8378.101613636363,5441.548945454545,2870.0037136363635,1535.4187181818186,2898.007231818182,13386.973818181816,4874.397749999999,3188.0189454545452,17852.257586363638,7822.8738454545455,7912.280336363637,1566.4458454545456,3009.255022727273,4934.66915,4503.351222727271
166,940.9689136363637,1301.6765590909092,1007.2768818181818,1003.1110090909093,2991.48775,2371.8720909090907,880.0980136363637,4522.396331818181,1618.2385545454545,870.66435,1337.9735454545455,745.3035272727274,1220.2529818181815,4579.464659090909,1020.9888590909088,1396.03025,1059.5516454545457,1561.9236227272727,1608.6306045454544,1296.1951954545452,2027.6657045454547,1124.1491318181818,1168.100086363636,1803.436131818181,662.2928318181818,646.9545409090907,1596.2281590909092,804.0498636363636,1562.8881136363634,604.3674954545454,776.7932409090909,916.7881318181818,535.9857818181819,984.0851227272728,571.3172818181818,1695.7938363636365,1343.1489590909089,623.5051727272727,407.2567454545455,750.4799590909091,3979.1966,1243.733559090909,682.6769136363638,4742.282922727273,2038.2809136363642,2144.465440909091,414.5377863636363,678.0082318181818,1450.6989363636364,1030.536022727273
167,12.16007738095238,0.0,3.049833333333334,6.791124999999999,0.0,4.924333333333333,2.099285714285714,1.289958333333333,16.413166666666665,5.214125,1.1822619047619047,0.0,9.97472023809524,6.260922619047619,6.3667083333333325,2.9847083333333333,1.3724107142857145,0.0,25.454023809523807,2.456440476190476,1.570238095238095,2.085125,0.6691428571428572,1.0153214285714287,21.856059523809524,0.0,5.243226190476191,0.0,2.600559523809524,7.5890892857142855,1.076434523809524,0.0,0.0,1.2261488095238096,1.4499107142857144,1.773,0.0,2.051494047619048,0.0,19.243077380952386,60.009821428571435,0.0,1.0770892857142855,0.0,0.8546845238095238,0.0,3.905375,1.243511904761905,0.6823750000000001,1.1942559523809524
169,47.289190476190484,59.941148809523796,81.58304761904762,51.41852380952382,77.93284523809524,131.7259047619048,64.02829166666668,89.00692857142856,34.650011904761904,64.30755952380953,31.921,57.66258928571429,65.83316071428573,101.21820833333334,47.750327380952385,52.23242261904761,45.28958333333333,60.89076785714286,62.31847619047621,49.12875595238096,69.09057738095238,61.858785714285716,73.60544047619048,104.57832738095236,25.829892857142855,38.78342261904762,73.40514285714286,131.86695833333334,59.81283333333334,33.608827380952384,67.81528571428571,31.96746428571429,43.31259523809523,52.72441666666666,30.44811309523809,107.26649404761903,71.48411904761905,55.39035714285716,36.61547619047619,24.74109523809524,53.08560714285714,52.024928571428575,62.47100595238096,44.496273809523814,126.49319642857141,73.72786309523809,44.91180952380952,65.9061607142857,56.63691071428572,47.77031547619048
171,49.82665853658536,11.51308536585366,25.77481097560976,58.6355731707317,18.627853658536587,5.044439024390244,10.752451219512194,30.39260975609756,28.95656097560976,56.083652439024384,153.80904268292682,10.938701219512195,44.959231707317066,48.10218902439024,13.043993902439025,13.758786585365856,5.6235426829268285,12.758707317073169,32.368786585365854,20.130804878048774,56.29886585365854,29.191786585365854,16.451060975609753,41.6035,85.48579268292683,11.477371951219515,12.53258536585366,25.779243902439017,27.971853658536592,13.327182926829266,2.205378048780488,14.554292682926832,22.753335365853662,10.048445121951222,22.279103658536588,13.621829268292682,1.9270426829268288,21.015310975609754,6.523225609756098,22.52848170731708,62.26159756097561,10.876292682926831,68.40811585365853,35.672518292682916,13.132945121951218,11.964530487804875,17.00267073170732,12.738420731707315,13.980310975609758,25.69110975609756
172,37.83135185185185,28.49054938271605,48.23255555555557,76.46304320987653,118.5348950617284,58.72722839506172,66.39970987654321,70.89977777777777,81.32283950617285,189.253487654321,405.8214320987655,148.38822839506173,14.481814814814815,216.4268703703704,330.12573456790125,41.78593827160494,384.2752407407408,598.4516666666667,234.84020987654318,40.758672839506175,319.1659012345678,19.461191358024692,123.51835802469135,242.17346913580246,82.42016049382717,53.62646296296297,157.68511728395063,86.64371604938272,33.710938271604945,399.12989506172835,43.53573456790123,41.746265432098774,175.0602098765432,526.4267592592594,48.11553086419753,126.86799382716049,97.5416790123457,44.676993827160494,47.877246913580244,289.35884567901235,86.16794444444444,154.14793209876544,71.48661728395061,86.26975308641974,335.03603703703703,420.90038271604936,57.71275925925927,85.11152469135801,58.734574074074075,125.08746296296295
176,15.132541666666668,24.475966666666668,2.1348833333333337,17.656925,34.550225,17.235166666666668,14.695016666666666,18.059375,19.148691666666664,20.6827,4.965491666666667,8.969733333333332,27.92921666666667,42.36555833333333,11.141741666666665,14.625075,5.764124999999999,25.186633333333337,19.661041666666673,17.195066666666666,43.96673333333333,7.784475,16.862333333333336,38.379233333333346,9.735883333333334,13.27255,29.36205833333333,25.366775,20.0243,3.0356333333333336,12.05605,13.260575,7.774058333333333,10.299649999999998,10.149366666666667,11.1699,23.702625,2.872091666666667,2.2287666666666666,19.243075,26.92748333333333,11.891408333333333,12.063366666666665,13.542341666666665,20.341475000000006,22.48335,4.100641666666666,20.89100833333333,7.642574999999999,6.6878416666666665
177,129.5167470588235,114.76967058823529,289.3395117647059,313.5103235294117,471.08113529411764,364.9799705882354,258.28655882352945,342.9157,433.43627647058815,555.6418764705883,604.0371176470591,175.17367058823532,157.71794705882354,1272.513605882353,430.9888529411765,154.85377647058826,1068.7372588235294,856.1176529411763,812.7527294117647,148.0798470588235,1121.9275294117647,125.69639411764703,467.51656470588233,720.4258058823531,167.8826,178.86002941176469,537.1529176470589,230.787905882353,77.0989,559.2712588235294,139.3537588235294,106.47464117647058,269.98837058823534,691.8944058823529,87.40398823529414,185.7269588235294,128.27304705882358,70.95758235294117,86.52865294117645,376.2587294117647,526.1313411764706,371.43174117647067,105.37705882352941,172.0674411764706,723.0021294117647,679.5501705882352,125.43145294117646,154.83925294117648,187.4677705882353,236.04156470588242
179,3.0265066666666667,8.391760000000001,5.977673333333333,3.2597400000000003,11.637973333333333,16.54576,22.33642666666667,15.892253333333333,3.0637933333333334,2.9199133333333336,22.51021333333333,23.91929333333333,11.171686666666668,5.8435266666666665,23.17482666666667,11.70006,29.20492,17.049413333333334,10.813573333333334,11.00484,8.793346666666666,18.68274,11.24156,9.0973,18.915426666666672,8.687486666666667,15.659766666666668,12.401533333333333,5.8252533333333325,7.285526666666668,27.72891333333333,10.60846,36.07162,21.97259333333333,42.22138,12.90744,25.282806666666666,9.190693333333334,7.132060000000001,16.93390666666667,6.0317533333333335,29.72852666666667,13.269706666666664,13.000653333333334,18.187673333333333,21.256986666666666,7.654533333333334,32.03288,12.992373333333333,33.43922
184,19.747966,19.091256,17.036371,22.166234,18.76623,25.02546,84.81964599999998,27.305778000000004,16.697658999999998,16.935482999999998,145.98537199999996,71.757889,32.509611,47.507862,92.253636,18.929031,17.061821,49.520799,24.18308,9.904357000000001,24.269636,22.536058999999998,34.174337,13.134225,58.41529,33.8812,31.12378,56.314238,33.422371999999996,36.974044,34.721425,65.24204300000001,23.695321,65.5058,54.563015,78.04036500000002,71.739956,60.658593999999994,42.524898,21.244356,36.319789,63.500138,28.047328999999998,89.704492,104.531243,77.87414100000002,19.683089000000002,84.60859,79.215249,46.748032
